Seller name,Seller Category C,Seller ownership,,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Bit Lianchuang Electronics (Beijing) Co., Ltd.",limited liability company,"Information transmission, computer services and software industry",,
"AsiaInfo Technologies (China) Co., Ltd.chg",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"AsiaInfo Technology (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Bit Lianchuang Electronics (Beijing) Co., Ltd.",limited liability company,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"AsiaInfo Technologies (China) Co., Ltd.chg",Foreign companies,"Information transmission, computer services and software industry",,
"AsiaInfo Technologies (China) Co., Ltd.chg",Foreign companies,"Information transmission, computer services and software industry",,
"Softstar Technology (Beijing) Co., Ltd. bjj","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Daoda Technology Co., Ltd.",limited liability company,"Scientific research, technical services and geological exploration industry",,
"Panasonic Electric (China) Co., Ltd. glb",Foreign companies,manufacturing,,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Maijin Pharmaceutical Technology Co., Ltd.",sole proprietorship,"Health, social security and social welfare industries",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Zhengda Oasis Pharmaceutical Technology Co., Ltd.",Foreign companies,"Health, social security and social welfare industries",,
"Beijing Lanfan Technology Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Lanfan Technology Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Bit Lianchuang Electronics (Beijing) Co., Ltd.",limited liability company,"Information transmission, computer services and software industry",,
"Allion Information Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Honeywell (Beijing) Technology R&D Experiment Co., Ltd.a",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Lanfan Technology Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Maijin Pharmaceutical Technology Co., Ltd.",sole proprietorship,"Health, social security and social welfare industries",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"AsiaInfo Technologies (China) Co., Ltd.chg",Foreign companies,"Information transmission, computer services and software industry",,
"AsiaInfo Technologies (China) Co., Ltd.chg",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Huakeliyang Technology Co., Ltd.",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
