contract number,date of sitting,time,delivery date,amount,internalization,outsourcing,if the sitting date time after 2006,year,date of declaration,name of the project,name of the buyer,location of the buyer,if the buyer is a bank,export,export to OECD,the buyer's country,if the buyer is a chinese organization,classification of the buyer,Buyer Category B,Buyer Category C,name of the seller,Seller Category A,Seller Category B,if the seller is a wholly foreign-owned company,if the seller is a wholly chinese company, if the buyer is a joint venture,classification of the seller,Seller Category C,Seller ownership,if the seller belongs to IT industry,Technical field A,Technical field B,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,Intellectual Property A,Intellectual property B,if the project is a R&D mission, if the project is a technical consultation,it the project is an IP exchange,classification of the contract,Contract type A,Contract type B,Plan Category A,Plan Category B,socioeconomic goals,Turnover,money,installment,paystyle,payment method,Seller registration number,Seller organization number,Is the seller a central institution in Beijing?,Is it an intermediary service organization?,Transformed enterprise
2002110001002462,5/1/02,244d,12/31/02,,1,0,0,2002,11/19/02,GSM/GPRSD market and handheld mobile device software and hardware design and development,"LG Electronics Co., Ltd.",,,1,0,Country/region unknown,0,3,,,"LG Electronics (China) Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,13280000,13280000,1,1,Installment payment,,,,,
2005110020000305,5/11/05,1095d,5/10/08,,1,0,0,2005,6/21/05,"Mobile core network wireless network, mobile network management and mobile application system technology development","Siemens International Trading (Shanghai) Co., Ltd.",,,0,0,People's Republic of China (CN),0,5,foreign-invested enterprises,,"Siemens (China) Co., Ltd. Beijing Mobile Communications Network R&D Branch",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,computer network,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,13000000,13000000,1,1,Installment payment,,,,,
2005110003000063,12/24/04,730d,12/24/06,,0,1,0,2005,4/18/05,DRAGOON C-UT mobile phone,"Hangzhou Starcom Communications Co., Ltd.",,,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Zhongxun Runtong Technology (Beijing) Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,12585600,12585600,1,3,commission payment,,,,,
2004110036000306,1/1/04,365d,12/31/04,,1,0,0,2004,12/15/04,DM/industrial design technical service contract,"LG Electronics Co., Ltd.",,,1,1,South Korea(KR),0,3,,,"LG Electronics (China) Research and Development Center Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,1,0,3,technical secrets,,0,1,0,1,Technical Services,,,,,11758328,11758328,1,1,Installment payment,,,,,
2004110032007555,1/1/04,335d,12/1/04,,1,0,0,2004,8/9/04,Research and development of intelligent robots based on ACE adaptive communication environment,"Samsung Electronics Co., Ltd. (SAIT)",,,1,1,South Korea(KR),0,5,foreign-invested enterprises,,"Beijing Samsung Communication Technology Research Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Advanced Manufacturing Technology,Automation machinery and equipment technology,1,0,0,2,patent,,1,0,0,2,technology development,,,,,11562410,11562410,1,1,Installment payment,,,,,
2005110032005249,1/1/05,364d,12/31/05,,1,0,0,2005,6/6/05,Research on projects such as the development of face recognizers for use in China’s biometric passports,"Samsung Electronics Co., Ltd. (SAIT)",,,1,1,South Korea(KR),0,3,,,"Beijing Samsung Communication Technology Research Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Advanced Manufacturing Technology,Automation machinery and equipment technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,11562270,7304000,1,1,Installment payment,,,,,
2006110007000013,7/1/05,548d,12/31/06,,1,0,1,2006,1/20/06,Research on WCDMA and its evolution technology,Ericsson AB,,,1,1,Poland(PL),0,5,foreign-invested enterprises,"Foreign Investment Co., Ltd.","Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,10967400,10967400,1,1,Installment payment,,,,,
2004110007000076,1/1/04,304d,10/31/04,,1,0,0,2004,12/16/04,RBS2112 base station development,Ericsson AB,,,1,1,Sweden(SE),0,3,,,"Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,10719931,10719931,1,1,Installment payment,,,,,
2002110001000294,9/18/01,3651d,9/17/11,,0,1,0,2002,1/25/02,Vehicle styling technology and devices,"Guangdong Shenzhen Liangshun Automobile Information Technology Co., Ltd.",,,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Beijing Sanming Information Technology Co., Ltd.",,Domestic-funded enterprises,0,1,0,5,limited liability company,"Information transmission, computer services and software industry",1,Advanced Manufacturing Technology,,1,0,0,2,computer software,,0,0,1,3,technology transfer,,,,,9800000,9800000,1,1,Installment payment,,,,,
2004110007000069,1/1/04,304d,10/31/04,,1,0,0,2004,12/16/04,RBS1130 base station development,Erisson AB,,,1,1,United States(US),0,5,foreign-invested enterprises,,"Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,9797176,9797176,1,1,Installment payment,,,,,
2006110036000538,1/27/05,699d,12/27/06,,1,0,1,2006,11/21/06,16K mobile phone card expansion software development,Gemplus SA,,,1,1,France(FR),0,3,Overseas enterprises,Foreign companies,"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,,1,0,0,2,technology development,Commissioned development,,,,9460476,9460476,1,1,Installment payment,,,,,
2006110036000536,2/15/04,1044d,12/25/06,,1,0,1,2006,11/21/06,32K mobile phone card strengthens operating system software development,Gemplus SA,,,1,1,France(FR),0,3,Overseas enterprises,Foreign companies,"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,,1,0,0,2,technology development,Commissioned development,,,,9300742,9300742,1,1,Installment payment,,,,,
2006110036000533,6/6/05,729d,6/5/07,,1,0,1,2006,11/21/06,Mobile phone dynamic remote system software development,Gemplus Technologies Asia Pte.Ltd,,,1,0,Singapore(SG),0,3,Overseas enterprises,Foreign companies,"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,,1,0,0,2,technology development,Commissioned development,,,,9197768,9197768,1,1,Installment payment,,,,,
2006110036000532,1/10/04,1095d,1/9/07,,1,0,1,2006,11/21/06,Remote card writing system software development,Gemplus Technologies Asia Pte.Ltd,,,1,0,Singapore(SG),0,3,Overseas enterprises,Foreign companies,"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,,1,0,0,2,technology development,Commissioned development,,,,9073677,9073677,1,1,Installment payment,,,,,
2006110036000539,1/10/04,747d,1/26/06,,1,0,1,2006,11/21/06,GemXplore U-Choose Asia 32K,Gemplus SA,,,1,1,France(FR),0,3,Overseas enterprises,Foreign companies,"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,,1,0,0,2,technology development,Commissioned development,,,,9037348,9037348,1,1,Installment payment,,,,,
2002110001000321,11/2/01,3651d,11/1/11,,0,1,0,2002,1/25/02,Vehicle insurance information processing system,"Beijing Middle Eastern Inspection Information Technology Co., Ltd.",,,0,0,People's Republic of China (CN),0,5,foreign-invested enterprises,,"Beijing Sanming Information Technology Co., Ltd.",,Domestic-funded enterprises,0,1,0,5,limited liability company,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,1,0,3,technical secrets,,0,0,1,3,technology transfer,,,,,8730000,8730000,1,1,Installment payment,,,,,
2006110036000537,1/16/06,575d,8/14/07,,1,0,1,2006,11/21/06,Mobile phone over-the-air download software development,Gemplus SA,,,1,1,France(FR),0,3,Overseas enterprises,Foreign companies,"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,,1,0,0,2,technology development,Commissioned development,,,,8499463,8499463,0,2,One time payment,,,,,
2005110007000027,11/1/04,303d,8/31/05,,1,0,0,2005,8/24/05,RBS 1130 base station development,Ericsson AB,,,1,1,United States(US),0,5,foreign-invested enterprises,,"Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,8199998,8199998,1,1,Installment payment,,,,,
2006110036000531,1/10/04,1143d,2/26/07,,1,0,1,2006,11/21/06,64K mobile phone remote download software system development,Gemplus Technologies Asia Pte.Ltd,,,1,0,Singapore(SG),0,3,Overseas enterprises,Foreign companies,"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,,1,0,0,2,technology development,Commissioned development,,,,8168588,8168588,1,1,Installment payment,,,,,
2002110032007007,6/15/01,1461d,6/15/05,,0,1,0,2002,11/8/02,Raltitrid lyophilized powder injection and raw materials,"Beijing Zizhu Pharmaceutical Co., Ltd.",,,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",,foreign-invested enterprises,0,0,1,4,Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",1,"Biological, pharmaceutical and medical device technology",Medical technology,0,1,0,3,technical secrets,,0,0,1,3,technology transfer,,,,,8000000,8000000,1,1,Installment payment,,,,,
2006110036000576,1/1/06,364d,12/31/06,,1,0,1,2006,12/26/06,Terrestrial digital TV/cable iDTV technology development,"LG Electronics Co., Ltd.",,,1,1,South Korea(KR),0,3,Overseas enterprises,Foreign companies,"LG Electronics (China) Research and Development Center Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,Digital audio and video technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,8000000,8000000,1,1,Installment payment,,,,,
2005110007000024,11/1/04,303d,8/31/05,,1,0,0,2005,8/24/05,RBS 2112 Base Station Development,Ericsson AB,,,1,1,Sweden(SE),0,5,foreign-invested enterprises,,"Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,7947456,7947456,1,1,Installment payment,,,,,
2004110003000105,11/1/02,699d,9/30/04,,1,0,0,2004,8/2/04,Medical software commissioned development,"Toshiba Medical Systems Co., Ltd.",,,1,1,Japan(JP),0,3,,,"Toshiba (China) Co., Ltd. Beijing R&D Center",,foreign-invested enterprises,1,0,0,2,Foreign companies,manufacturing,0,Electronics and Information Technology,computer software,1,0,0,2,computer software,,1,0,0,2,technology development,,,,,7154600,7154600,1,1,Installment payment,,,,,
2005110036000249,1/1/05,364d,12/31/05,,1,0,0,2005,4/27/05,Digital TV software and hardware technology design and development,"LG Electronics Co., Ltd.",,,1,1,South Korea(KR),0,3,,,"LG Electronics (China) Research and Development Center Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,Digital audio and video technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,7055000,7055000,1,1,Installment payment,,,,,
2006110022000042,7/7/05,542d,12/31/06,,0,1,1,2006,1/25/06,New online banking system construction project,China Everbright Bank,,,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Beijing Kelan Software System Co., Ltd. bjh",,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,,1,0,0,2,technology development,Commissioned development,,,,6380000,6380000,1,1,Installment payment,,,,,
2006110022000168,5/16/05,315d,3/27/06,,0,1,1,2006,8/31/06,Construction of new online banking system of China Everbright Bank,China Everbright Bank,,,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,"Co., Ltd.","Beijing Kelan Software System Co., Ltd. bjh",,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,,1,0,0,2,technology development,Commissioned development,,,,6380000,6380000,1,1,Installment payment,,,,,
