amount,name of the buyer,location of the buyer,if the buyer is a bank,the buyer's country,if the buyer is a chinese organization,if the seller belongs to IT industry,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,if the project is a R&D mission,if the project is a technical consultation,if the project is an IP exchange,Turnover,money,payment method
,"Beijing Yueshengzhai Halal Food Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,360000,360000,Installment payment
,Shenzhen Development Bank,,,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,360000,360000,Installment payment
,Agricultural Bank of China Shenzhen Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,350000,350000,Installment payment
,"Heilongjiang Runtong Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,0,0,1,350000,350000,Installment payment
,Shenzhen State Taxation Bureau,,,People's Republic of China (CN),1,1,0,1,0,3,0,1,0,336000,336000,Installment payment
,Agricultural Bank of China Shenzhen Branch,,,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,330576,330576,Installment payment
,China Renewable Resources Development Corporation,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,330000,330000,Installment payment
,Bank of China Guangdong Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,320000,320000,Installment payment
,Beijing Xinlian Electronic Technology Development Company,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,320000,320000,Installment payment
,"Beijing Yueshengzhai Halal Food Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,320000,320000,Installment payment
,"Allion Computer Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,318595,318595,One time payment
,Bank of China Beijing Branch,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,318000,318000,One time payment
,"Beijing Lianxin Electronic Technology Development Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,306000,306000,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,302810,302810,Installment payment
,Changshu Rural Commercial Bank,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,300000,300000,Installment payment
,"Shenzhen Konka Communication Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,300000,300000,commission payment
,"Lingsu Pharmaceutical Group Co., Ltd.",,,People's Republic of China (CN),0,0,0,1,0,3,0,0,1,300000,300000,Installment payment
,Tianjin Commercial Bank,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,300000,300000,Installment payment
,Agricultural Bank of China Shenzhen Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,300000,300000,Installment payment
,Bank of China Beijing Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,298000,298000,Installment payment
,"Beijing Lenovo FM Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,290000,290000,Installment payment
,"Yisi Software International Co., Ltd.",,,Country/region unknown,0,1,0,0,1,1,0,1,0,289254,289254,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,288617,288617,Installment payment
,Shanghai Pudong Development Bank,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,288000,288000,Installment payment
,"Shandong Haishan Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,280000,280000,Installment payment
,"Guangdong Bidi Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,280000,280000,Installment payment
,Beijing Communications Company Business Bureau,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,280000,280000,Installment payment
,"Hubei Haite Sihuan Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,280000,280000,Installment payment
,"Beijing Boran Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,280000,280000,Installment payment
,"Brocade Information Industry (Shenzhen) Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,259200,259200,Installment payment
,Beijing Xinlian Electronic Technology Development Company,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,252000,252000,Installment payment
,"Heilongjiang Runtong Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,1,0,0,250000,250000,Installment payment
,"Heilongjiang Runtong Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,1,0,0,2,1,0,0,250000,250000,Installment payment
,"Jiangxi Yuanjian Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,250000,250000,Installment payment
,Tianjin Commercial Bank,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,248000,248000,Installment payment
,"Hua Xia Bank Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,240000,240000,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,236568,236568,Installment payment
,"Yangtze River Pharmaceutical Group Beijing Haiyan Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,220000,220000,Installment payment
,Guangdong,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,220000,220000,Installment payment
,"Beijing Zhengshun Technology and Trade Co., Ltd.",,,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,217875,217875,Installment payment
,"Game Paradise Electronic Technology (Beijing) Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,0,0,1,207000,207000,commission payment
,Bank of China Beijing Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,205000,205000,Installment payment
,ALLION COMPUFU INC.,,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,200440,200440,One time payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,200297,200297,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,200297,200297,Installment payment
,"Chongqing Vitri Pharmaceutical Development Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,1,0,0,200000,200000,Installment payment
,"Jiangsu Yangzijiang Pharmaceutical Group Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,200000,200000,Installment payment
,"Nanjing Zhengda Tianqing Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,200000,200000,commission payment
,Honeywell Automation and Control Laboratory,,,United States(US),0,1,0,1,0,3,1,0,0,200000,200000,Installment payment
,"Yunnan Yunhe Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,200000,200000,Installment payment
,Grain Warehouse in Western Suburbs of Beijing,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,198000,198000,One time payment
,"Ryotsu JAPAN Co., Ltd.",,,Japan(JP),0,1,1,0,0,2,1,0,0,197659,197659,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,195565,195565,Installment payment
,"Bank of China Co., Ltd. Shanghai Branch",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,190000,190000,One time payment
,Bank of China Liaoning Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,184500,184500,One time payment
,Bank of China Hebei Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,184500,184500,Installment payment
,"Beijing Universal Star Software Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,0,1,183750,183750,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,183736,183736,Installment payment
,"Henan Fusen Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,180000,180000,Installment payment
,Bank of Communications Shenzhen Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,180000,180000,Installment payment
,Agricultural Bank of China Shenzhen Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,180000,180000,Installment payment
,Tianjin Commercial Bank,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,180000,180000,Installment payment
,"Yangtze River Pharmaceutical Group Beijing Haiyan Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,180000,180000,Installment payment
,"Bank of China Co., Ltd. Shanghai Branch",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,180000,180000,Installment payment
,Ericsson AB,,,Sweden(SE),0,1,0,1,0,3,1,0,0,173822,173822,Installment payment
,Agricultural Bank of China Shenzhen Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,170000,170000,Installment payment
,"Chongqing Sano Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,170000,170000,Installment payment
,"Chongqing Sano Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,170000,170000,Installment payment
,"Chongqing Sano Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,170000,170000,Installment payment
,"Chongqing Sano Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,170000,170000,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,161656,161656,Installment payment
,Guangzhou Information Center,,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,160000,160000,Installment payment
,Bank of Communications Shenzhen Branch,,,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,160000,160000,One time payment
,"Beijing Kexin Bicheng Pharmaceutical Technology Development Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,160000,160000,Installment payment
,Beijing Okay Medical Research Institute,,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,160000,160000,Installment payment
,Bank of China Guangdong Branch,,,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,150000,150000,One time payment
,"Beijing Wangzhihe Food Group Co., Ltd. Wangzhihe Food Distribution Department",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,150000,150000,One time payment
,"Beijing Fujitsu System Engineering Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,150000,150000,Installment payment
,"Beijing Jinyuan Computer Technology Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,149347,149347,commission payment
,"Beijing Wangzhihe Food Group Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,148000,148000,Installment payment
,"Yangzijiang Pharmaceutical Group Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,148000,148000,Installment payment
,Agricultural Bank of China Shenzhen Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,144000,144000,Installment payment
,"Jiangsu Zhongbang Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,140000,140000,Installment payment
,"Jiangsu Zhongbang Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,140000,140000,Installment payment
,"Game Paradise Electronic Technology (Beijing) Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,0,0,1,138000,138000,commission payment
,Bank of China Beijing Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,135000,135000,Installment payment
,Bank of China Beijing Branch,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,130000,130000,Installment payment
,"Beijing Tianwei Shenghe Pharmaceutical Technology Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,130000,130000,Installment payment
,"Bank of China Co., Ltd. Shanghai Branch",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,130000,130000,One time payment
,"Bank of China Co., Ltd. Hebei Branch",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,130000,130000,Installment payment
,"Beijing Chuangshi Wuxian Information Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,126000,126000,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,124200,124200,Installment payment
,"Beijing Universal Star Software Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,0,1,122500,122500,Installment payment
,"Beijing Jinghe Times Software Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,0,0,1,120000,120000,commission payment
,"Heilongjiang Runtong Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,1,0,0,120000,120000,Installment payment
,"Hua Xia Bank Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,120000,120000,Installment payment
,Agricultural Bank of China Shenzhen Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,120000,120000,Installment payment
,"Yangtze River Pharmaceutical Group Beijing Haiyan Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,120000,120000,Installment payment
,"Game Paradise Electronic Technology (Beijing) Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,0,0,1,110400,110400,commission payment
,Bank of China Shanghai Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,108000,108000,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,106456,106456,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,100937,100937,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,100148,100148,Installment payment
,"Shenzhen Diwei Video Technology Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,1,0,0,100000,100000,Installment payment
,"Hua Xia Bank Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,100000,100000,One time payment
,Bank of China Beijing Branch,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,98000,98000,One time payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,97782,97782,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,96107,96107,Installment payment
,HSBC Bank,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,96000,96000,One time payment
,"Beijing Chuangshi Wuxian Information Technology Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,93500,93500,Installment payment
,"Beijing Universal Star Software Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,91875,91875,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,91672,91672,Installment payment
,Agricultural Bank of China Shenzhen Branch,,,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,90000,90000,Installment payment
,"Liuzhi Industrial and Mining (Group) Dahua Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,90000,90000,Installment payment
,China International Travel Service Head Office,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,90000,90000,Installment payment
,Beijing Great Wall Measurement and Testing Technology Research Institute,,,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,83000,83000,Installment payment
,"Beijing Hongle Enterprise Planning Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,80000,80000,Installment payment
,Bank of China Head Office,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,80000,80000,One time payment
,"Heilongjiang Runtong Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,1,0,0,80000,80000,Installment payment
,"Heilongjiang Runtong Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,1,0,0,80000,80000,Installment payment
,"Heilongjiang Runtong Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,1,0,0,80000,80000,Installment payment
,"Guizhou Liuzhi Industrial and Mining (Group) Dahua Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,1,0,0,80000,80000,Installment payment
,"Guizhou Liuzhi Industrial and Mining (Group) Dahua Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,1,0,0,80000,80000,Installment payment
,"Guizhou Liuzhi Industrial and Mining (Group) Dahua Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,1,0,0,80000,80000,Installment payment
,"Hubei Myerya (Group) Meisheng Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,80000,80000,Installment payment
,"Hubei Myerya (Group) Meisheng Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,80000,80000,Installment payment
,"Beijing Kexin Bicheng Pharmaceutical Technology Development Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,80000,80000,Installment payment
,"Hua Xia Bank Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,80000,80000,Installment payment
,"Beijing Telit Technology Development Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,80000,80000,One time payment
,Beijing Baozhiyuan Medical Technology Consulting Center,,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,80000,80000,Installment payment
,Beijing Okay Medical Research Institute,,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,80000,80000,Installment payment
,Beijing Okay Medical Research Institute,,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,80000,80000,Installment payment
,Beijing Okay Medical Research Institute,,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,80000,80000,Installment payment
,Beijing Okay Medical Research Institute,,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,80000,80000,Installment payment
,Beijing Okay Medical Research Institute,,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,80000,80000,Installment payment
,Beijing Okay Medical Research Institute,,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,80000,80000,Installment payment
,Beijing Okay Medical Research Institute,,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,80000,80000,Installment payment
,"Junhe Health Medical Technology (Beijing) Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,80000,80000,Installment payment
,"Zhejiang Wanma Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,80000,80000,Installment payment
,Bank of China Liaoning Branch,,,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,79000,79000,Installment payment
,"Beijing Xinwangjie Communication Technology Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,0,1,0,75000,75000,Installment payment
,"Beijing Hongle Enterprise Planning Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,73000,73000,One time payment
,Shenzhen State Taxation Bureau,,,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,70000,70000,One time payment
